title,pubDate,guid,link,description
Election 2022: Is there an election in my area?,"Thu, 17 Mar 2022 17:42:01 GMT",https://www.bbc.co.uk/news/uk-politics-60695244,https://www.bbc.co.uk/news/uk-politics-60695244?at_medium=RSS&at_campaign=KARANGA,National elections in Northern Ireland and local elections in the rest of the UK happen on 5 May 2022.
Shrewsbury maternity deaths scandal will spark change - Javid,"Wed, 30 Mar 2022 19:50:37 GMT",https://www.bbc.co.uk/news/uk-england-shropshire-60933936,https://www.bbc.co.uk/news/uk-england-shropshire-60933936?at_medium=RSS&at_campaign=KARANGA,Sajid Javid apologises over the maternity scandal and pledges to hold those responsible to account.
Ukraine War: Putin demands Mariupol surrender to end shelling,"Wed, 30 Mar 2022 21:50:03 GMT",https://www.bbc.co.uk/news/world-europe-60926470,https://www.bbc.co.uk/news/world-europe-60926470?at_medium=RSS&at_campaign=KARANGA,Russia's defence ministry has since announced a one-day ceasefire on Thursday to let civilians leave.
Germany and Austria take step towards gas rationing,"Wed, 30 Mar 2022 16:48:46 GMT",https://www.bbc.co.uk/news/business-60925016,https://www.bbc.co.uk/news/business-60925016?at_medium=RSS&at_campaign=KARANGA,Germany and Austria have both issued gas supply warnings as a payments row with Russia escalates.
Tom Parker: The Wanted singer dies aged 33,"Wed, 30 Mar 2022 19:27:37 GMT",https://www.bbc.co.uk/news/entertainment-arts-60934411,https://www.bbc.co.uk/news/entertainment-arts-60934411?at_medium=RSS&at_campaign=KARANGA,The British boy band star told fans in 2020 he had been diagnosed with terminal brain cancer.
Boris Johnson must resign over lawbreaking at No 10 - Starmer,"Wed, 30 Mar 2022 15:17:18 GMT",https://www.bbc.co.uk/news/uk-politics-60928083,https://www.bbc.co.uk/news/uk-politics-60928083?at_medium=RSS&at_campaign=KARANGA,The Labour leader accuses Boris Johnson of misleading MPs over lockdown parties.
Emily Bridges: Transgender cyclist will not race in women's National Omnium event,"Wed, 30 Mar 2022 20:54:32 GMT",https://www.bbc.co.uk/sport/cycling/60934099,https://www.bbc.co.uk/sport/cycling/60934099?at_medium=RSS&at_campaign=KARANGA,Transgender cyclist Emily Bridges will not compete at Saturday's National Omnium Championships in her first women's event after a ruling by cycling's world governing body.
Bruce Willis gives up acting due to brain disorder aphasia,"Wed, 30 Mar 2022 19:32:04 GMT",https://www.bbc.co.uk/news/world-us-canada-60934576,https://www.bbc.co.uk/news/world-us-canada-60934576?at_medium=RSS&at_campaign=KARANGA,"The Die Hard actor has aphasia, a brain condition ""impacting his cognitive abilities"", says his family."
Jamie Wallis MP comes out as trans and speaks of rape ordeal,"Wed, 30 Mar 2022 15:02:03 GMT",https://www.bbc.co.uk/news/uk-wales-politics-60925885,https://www.bbc.co.uk/news/uk-wales-politics-60925885?at_medium=RSS&at_campaign=KARANGA,Jamie Wallis is praised for his bravery after opening up about being a victim of rape and blackmail.
Grenfell Tower: Official admits he could have prevented fire,"Wed, 30 Mar 2022 19:02:33 GMT",https://www.bbc.co.uk/news/uk-60933005,https://www.bbc.co.uk/news/uk-60933005?at_medium=RSS&at_campaign=KARANGA,"Brian Martin says he became a ""single point of failure"" in an emotional closing speech to the public inquiry."
"Worcestershire dog attack: Boy, two, dies in hospital","Wed, 30 Mar 2022 14:08:37 GMT",https://www.bbc.co.uk/news/uk-england-hereford-worcester-60931620,https://www.bbc.co.uk/news/uk-england-hereford-worcester-60931620?at_medium=RSS&at_campaign=KARANGA,The child had been at Birmingham Children's Hospital after suffering a cardiac arrest on Monday.
Ukraine conflict: Russia to allow unauthorised imports from West,"Wed, 30 Mar 2022 19:09:23 GMT",https://www.bbc.co.uk/news/world-europe-60932975,https://www.bbc.co.uk/news/world-europe-60932975?at_medium=RSS&at_campaign=KARANGA,The decision is in response to Western sanctions and surging inflation since the war in Ukraine.
End of Scottish face mask rules delayed until Easter,"Wed, 30 Mar 2022 14:27:29 GMT",https://www.bbc.co.uk/news/uk-scotland-60928806,https://www.bbc.co.uk/news/uk-scotland-60928806?at_medium=RSS&at_campaign=KARANGA,The legal requirement to wear face coverings in shops and on public transport will remain until 18 April.
Brexit delayed pandemic plans says disaster expert,"Wed, 30 Mar 2022 17:24:58 GMT",https://www.bbc.co.uk/news/uk-60926196,https://www.bbc.co.uk/news/uk-60926196?at_medium=RSS&at_campaign=KARANGA,"Prof Lucy Easthope says the UK ""acted too late"" in its response to Covid-19 pandemic."
Ukraine war: The Syrians signing up to fight for Russia,"Wed, 30 Mar 2022 14:10:55 GMT",https://www.bbc.co.uk/news/world-middle-east-60931180,https://www.bbc.co.uk/news/world-middle-east-60931180?at_medium=RSS&at_campaign=KARANGA,Recruits are being offered thousands of dollars to be deployed on the front line in Ukraine.
Ukraine round-up: Little progress in peace talks as shelling continues,"Wed, 30 Mar 2022 20:31:47 GMT",https://www.bbc.co.uk/news/world-europe-60931910,https://www.bbc.co.uk/news/world-europe-60931910?at_medium=RSS&at_campaign=KARANGA,"No breakthrough, says Russia, while Ukraine says Russia has broken a promise to pull back troops."
The Ukrainian woman shot by Russian soldiers on the front line,"Wed, 30 Mar 2022 05:05:13 GMT",https://www.bbc.co.uk/news/world-europe-60922393,https://www.bbc.co.uk/news/world-europe-60922393?at_medium=RSS&at_campaign=KARANGA,One woman tells the BBC from hospital that a Russian soldier opened fire on her for no reason.
Does video show Russian prisoners being shot?,"Wed, 30 Mar 2022 10:49:59 GMT",https://www.bbc.co.uk/news/60907259,https://www.bbc.co.uk/news/60907259?at_medium=RSS&at_campaign=KARANGA,Ukrainian authorities investigate a video apparently showing Russian PoWs being shot in the legs.
Concert For Ukraine: Refugees' stories centre stage at £12m charity show,"Tue, 29 Mar 2022 22:34:14 GMT",https://www.bbc.co.uk/news/entertainment-arts-60912544,https://www.bbc.co.uk/news/entertainment-arts-60912544?at_medium=RSS&at_campaign=KARANGA,"Ed Sheeran, Camila Cabello and Eurovision winner Jamala help raise funds at the Concert For Ukraine."
Alopecia: 'I'm ditching my wig in public after Oscars row',"Wed, 30 Mar 2022 05:32:58 GMT",https://www.bbc.co.uk/news/uk-england-essex-60919154,https://www.bbc.co.uk/news/uk-england-essex-60919154?at_medium=RSS&at_campaign=KARANGA,A woman with alopecia is embracing being bald due to raised awareness of the condition.
Australia floods: Severe flooding strikes Australian east coast again,"Wed, 30 Mar 2022 13:08:55 GMT",https://www.bbc.co.uk/news/world-australia-60928153,https://www.bbc.co.uk/news/world-australia-60928153?at_medium=RSS&at_campaign=KARANGA,"Home and business have been swamped, with residents forced to evacuate."
Shane Warne: Sir Elton John and Ed Sheeran lead tributes at emotional memorial,"Wed, 30 Mar 2022 13:32:59 GMT",https://www.bbc.co.uk/sport/cricket/60895845,https://www.bbc.co.uk/sport/cricket/60895845?at_medium=RSS&at_campaign=KARANGA,"Sir Elton John, Ed Sheeran and a host of former cricketers lead tributes to Australia legend Shane Warne at a state memorial service."
Ronin Network: What a $600m hack says about the state of crypto,"Wed, 30 Mar 2022 17:26:33 GMT",https://www.bbc.co.uk/news/technology-60933174,https://www.bbc.co.uk/news/technology-60933174?at_medium=RSS&at_campaign=KARANGA,The hack of the Ronin Network crypto platform leaves thousands out of pocket and plenty of questions.
Dog saved by Ukrainian soldiers from abandoned home,"Wed, 30 Mar 2022 16:17:06 GMT",https://www.bbc.co.uk/news/world-europe-60930068,https://www.bbc.co.uk/news/world-europe-60930068?at_medium=RSS&at_campaign=KARANGA,The dog named Bavaria was found as soldiers inspected abandoned flats on the frontline near Kyiv.
Dyson headphones come with air vacuum for mouth,"Wed, 30 Mar 2022 12:29:20 GMT",https://www.bbc.co.uk/news/technology-60927032,https://www.bbc.co.uk/news/technology-60927032?at_medium=RSS&at_campaign=KARANGA,The air-purifying headphones are designed to address the growing issue of pollution.
Tipu Sultan: Painting of British defeat in India sold at auction,"Wed, 30 Mar 2022 13:34:13 GMT",https://www.bbc.co.uk/news/world-asia-india-60911182,https://www.bbc.co.uk/news/world-asia-india-60911182?at_medium=RSS&at_campaign=KARANGA,"The painting of a historic Indian victory over British troops was auctioned for £500,000 in London."
Rise of the five-year-old 'TikTots',"Tue, 29 Mar 2022 21:39:56 GMT",https://www.bbc.co.uk/news/technology-60854885,https://www.bbc.co.uk/news/technology-60854885?at_medium=RSS&at_campaign=KARANGA,"Children as young as five are regularly using social media despite the rules, a survey finds."
Endometriosis: A hidden disease affecting one in 10 women,"Wed, 30 Mar 2022 00:25:41 GMT",https://www.bbc.co.uk/news/world-60922369,https://www.bbc.co.uk/news/world-60922369?at_medium=RSS&at_campaign=KARANGA,Endometriosis is a cruel and debilitating disease that affects one in 10 women globally of reproductive age.
Ukraine war: Youngsters in Finland worried conflict could spread,"Wed, 30 Mar 2022 00:05:47 GMT",https://www.bbc.co.uk/news/world-europe-60867684,https://www.bbc.co.uk/news/world-europe-60867684?at_medium=RSS&at_campaign=KARANGA,"In Finland, which borders Russia, some young people are worried the Ukraine conflict could spread."
Fast fashion: European Union reveals fast fashion crackdown,"Wed, 30 Mar 2022 14:37:34 GMT",https://www.bbc.co.uk/news/science-environment-60913226,https://www.bbc.co.uk/news/science-environment-60913226?at_medium=RSS&at_campaign=KARANGA,Fast fashion could be a thing of the past under plans to make clothing worn in the EU more sustainable.
Shropshire baby deaths: The parents whose lives were changed forever,"Wed, 30 Mar 2022 09:39:14 GMT",https://www.bbc.co.uk/news/health-60902129,https://www.bbc.co.uk/news/health-60902129?at_medium=RSS&at_campaign=KARANGA,"""I can still hear them saying, we can't hear the heartbeat"" - one of the many parents on losing their child."
Is Prince Andrew trying to return to public life?,"Wed, 30 Mar 2022 15:33:58 GMT",https://www.bbc.co.uk/news/uk-60932142,https://www.bbc.co.uk/news/uk-60932142?at_medium=RSS&at_campaign=KARANGA,Does the Duke of York's role at Prince Philip's memorial mark the start of more public appearances?
"Ukraine: 'I am safe, my daughter is safe, that's the main thing'","Wed, 30 Mar 2022 15:04:44 GMT",https://www.bbc.co.uk/news/uk-60928946,https://www.bbc.co.uk/news/uk-60928946?at_medium=RSS&at_campaign=KARANGA,Diana Sachavo and her mother Olena are among the first to arrive under the Homes for Ukraine scheme.
Tom Parker's life in pictures,"Wed, 30 Mar 2022 16:53:35 GMT",https://www.bbc.co.uk/news/in-pictures-54523799,https://www.bbc.co.uk/news/in-pictures-54523799?at_medium=RSS&at_campaign=KARANGA,The Wanted singer also starred in the musical Grease and appeared in several reality-TV shows.
Ukraine war: What next for the African students who fled?,"Wed, 30 Mar 2022 00:14:54 GMT",https://www.bbc.co.uk/news/world-africa-60899738,https://www.bbc.co.uk/news/world-africa-60899738?at_medium=RSS&at_campaign=KARANGA,The thousands who left are now faced with a decision about where to continue their studies.
'We see the queue for food growing day by day',"Tue, 29 Mar 2022 23:05:04 GMT",https://www.bbc.co.uk/news/business-60901422,https://www.bbc.co.uk/news/business-60901422?at_medium=RSS&at_campaign=KARANGA,An anti-hunger charity sees unprecedented demand for surplus food during cost of living crisis.
Nou Camp: 'Magical' night for women's football as crowd record broken,"Wed, 30 Mar 2022 22:03:28 GMT",https://www.bbc.co.uk/sport/football/60935635,https://www.bbc.co.uk/sport/football/60935635?at_medium=RSS&at_campaign=KARANGA,"Barcelona's Champions League match with Real Madrid is watched by a record-breaking crowd of 91,553 fans."
Paris St-Germain Féminines 2-2 FC Bayern München Ladies (4-3 agg): Ramona Bachmann scores winner in extra time,"Wed, 30 Mar 2022 21:56:26 GMT",https://www.bbc.co.uk/sport/football/60934507,https://www.bbc.co.uk/sport/football/60934507?at_medium=RSS&at_campaign=KARANGA,Ramona Bachmann scores in extra time to send PSG into the Women's Champions League semi-finals with a 4-3 aggregate victory over Bayern Munich.
Women's World Cup: Australia's Beth Mooney takes 'remarkable' diving catch,"Wed, 30 Mar 2022 04:14:00 GMT",https://www.bbc.co.uk/sport/av/cricket/60923258,https://www.bbc.co.uk/sport/av/cricket/60923258?at_medium=RSS&at_campaign=KARANGA,Australia's Beth Mooney takes a superb diving catch to remove West Indies' Rashada Williams in their Women's World Cup semi-final in Wellington.
Roman Abramovich sanctions: Chelsea can't be 'business as usual' - Nigel Huddleston,"Wed, 30 Mar 2022 14:26:02 GMT",https://www.bbc.co.uk/sport/football/60931486,https://www.bbc.co.uk/sport/football/60931486?at_medium=RSS&at_campaign=KARANGA,"Chelsea cannot be allowed to operate like it is ""business as usual"" after the sanctions imposed on Roman Abramovich, says sports minister Nigel Huddleston."
Women's World Cup: England set to face South Africa in semi-final,"Wed, 30 Mar 2022 09:28:33 GMT",https://www.bbc.co.uk/sport/cricket/60923228,https://www.bbc.co.uk/sport/cricket/60923228?at_medium=RSS&at_campaign=KARANGA,England will look to book a Women's World Cup final meeting with Australia when they play South Africa in the semi-final on Thursday.
Paris St-Germain president Nasser Al-Khelaifi on European Super League & FFP,"Wed, 30 Mar 2022 17:35:45 GMT",https://www.bbc.co.uk/sport/football/60929239,https://www.bbc.co.uk/sport/football/60929239?at_medium=RSS&at_campaign=KARANGA,"Almost a year on from the European Super League proposal, Paris St-Germain president Nasser Al-Khelaifi discusses the key issues affecting European football."
Barcelona Femenino 5-2 Real Madrid Femenino (8-3 agg): Hosts win in front of record crowd,"Wed, 30 Mar 2022 19:07:28 GMT",https://www.bbc.co.uk/sport/football/60934500,https://www.bbc.co.uk/sport/football/60934500?at_medium=RSS&at_campaign=KARANGA,Barcelona beat Real Madrid to reach the Women's Champions League semi-finals in front of a record crowd at the Nou Camp.
Putin sets midnight deadline over rouble gas payments,"Thu, 31 Mar 2022 16:51:36 GMT",https://www.bbc.co.uk/news/business-60945248,https://www.bbc.co.uk/news/business-60945248?at_medium=RSS&at_campaign=KARANGA,"Vladimir Putin orders ""unfriendly"" foreign buyers of Russia's gas to open Russian bank accounts."
"Ukraine war: Russian troops leave Chernobyl, Ukraine says","Thu, 31 Mar 2022 20:38:06 GMT",https://www.bbc.co.uk/news/world-europe-60945666,https://www.bbc.co.uk/news/world-europe-60945666?at_medium=RSS&at_campaign=KARANGA,Ukraine's state nuclear company says Russian soldiers have left the former nuclear power plant.
Ukraine war: Russian forces regrouping for attack - Nato,"Thu, 31 Mar 2022 17:51:58 GMT",https://www.bbc.co.uk/news/world-europe-60945068,https://www.bbc.co.uk/news/world-europe-60945068?at_medium=RSS&at_campaign=KARANGA,Nato's statement comes after Russia said it would 'radically' reduce its military activity around the capital Kyiv.
Conversion therapy: Ban to go-ahead but not cover trans people,"Thu, 31 Mar 2022 21:47:11 GMT",https://www.bbc.co.uk/news/uk-60947028,https://www.bbc.co.uk/news/uk-60947028?at_medium=RSS&at_campaign=KARANGA,The government changes its mind within hours but transgender people will not be covered by the plans.
"I know how Will Smith felt about his wife being criticised, says Rishi Sunak","Thu, 31 Mar 2022 15:11:27 GMT",https://www.bbc.co.uk/news/uk-politics-60941902,https://www.bbc.co.uk/news/uk-politics-60941902?at_medium=RSS&at_campaign=KARANGA,"The chancellor speaks out over criticism of his wife, who owns shares in a firm operating in Russia."
Energy websites crash in meter readings rush,"Thu, 31 Mar 2022 16:11:46 GMT",https://www.bbc.co.uk/news/business-60938730,https://www.bbc.co.uk/news/business-60938730?at_medium=RSS&at_campaign=KARANGA,"British Gas, E.On and EDF are among the suppliers affected, ahead of a price rise on Friday."
Ex-hostage recounts ordeal at trial of Islamic State jihadist,"Thu, 31 Mar 2022 19:28:09 GMT",https://www.bbc.co.uk/news/world-us-canada-60881825,https://www.bbc.co.uk/news/world-us-canada-60881825?at_medium=RSS&at_campaign=KARANGA,An Italian aid worker says he was beaten and given dog names by his Islamic State captors in Syria.
UK weather: Spring snow as parts of country hit by cold snap,"Thu, 31 Mar 2022 15:36:07 GMT",https://www.bbc.co.uk/news/uk-60941529,https://www.bbc.co.uk/news/uk-60941529?at_medium=RSS&at_campaign=KARANGA,"""Spring is on hold,"" says BBC Weather, in a sharp change to last week which saw highs of 20C."
Lincoln City to silence Dambusters March and air raid sirens due to Ukraine war,"Thu, 31 Mar 2022 15:25:22 GMT",https://www.bbc.co.uk/news/uk-england-lincolnshire-60938930,https://www.bbc.co.uk/news/uk-england-lincolnshire-60938930?at_medium=RSS&at_campaign=KARANGA,"Lincoln City has asked supporters to support the move, sparked by Russia's invasion of Ukraine."
Rotherham: Grooming gang detective cleared of misconduct,"Thu, 31 Mar 2022 19:18:00 GMT",https://www.bbc.co.uk/news/uk-england-south-yorkshire-60940507,https://www.bbc.co.uk/news/uk-england-south-yorkshire-60940507?at_medium=RSS&at_campaign=KARANGA,In total 47 officers were investigated over the handling of claims of child sex abuse in Rotherham.
French intelligence chief Vidaud fired over Russian war failings,"Thu, 31 Mar 2022 13:31:38 GMT",https://www.bbc.co.uk/news/world-europe-60938538,https://www.bbc.co.uk/news/world-europe-60938538?at_medium=RSS&at_campaign=KARANGA,Gen Eric Vidaud loses his job as military intelligence boss for not predicting Russia's invasion.
Grenfell Tower inquiry: Ex-minister denies not prioritising safety,"Thu, 31 Mar 2022 17:03:05 GMT",https://www.bbc.co.uk/news/uk-60941537,https://www.bbc.co.uk/news/uk-60941537?at_medium=RSS&at_campaign=KARANGA,The government failed to complete a review of fire safety guidance before the disaster in June 2017.
Sheffield Leadmill faces closure after eviction notice,"Thu, 31 Mar 2022 20:09:40 GMT",https://www.bbc.co.uk/news/uk-england-south-yorkshire-60946394,https://www.bbc.co.uk/news/uk-england-south-yorkshire-60946394?at_medium=RSS&at_campaign=KARANGA,"The Leadmill, in Sheffield, says it has been told it must leave the building in a year's time."
Ukraine war: Cars appear to drive around landmines placed in road near Kyiv,"Thu, 31 Mar 2022 21:46:32 GMT",https://www.bbc.co.uk/news/world-europe-60947770,https://www.bbc.co.uk/news/world-europe-60947770?at_medium=RSS&at_campaign=KARANGA,A video posted on social media appears to show cars carefully driving around landmines near Kyiv.
Could Ukraine 'win' the war? And other questions,"Thu, 31 Mar 2022 16:14:08 GMT",https://www.bbc.co.uk/news/world-60945122,https://www.bbc.co.uk/news/world-60945122?at_medium=RSS&at_campaign=KARANGA,BBC reporters Jenny Hill and Orla Guerin - on the ground - answer your questions about the war in Ukraine.
Ukraine round-up: Russia sets gas deadline for West and troops leave Chernobyl,"Thu, 31 Mar 2022 21:03:55 GMT",https://www.bbc.co.uk/news/world-europe-60939320,https://www.bbc.co.uk/news/world-europe-60939320?at_medium=RSS&at_campaign=KARANGA,"President Putin demands roubles for gas supplies, as Russian troops redeploy around Ukraine."
How do you do a face-to-face interview with Zelensky?,"Thu, 31 Mar 2022 17:09:44 GMT",https://www.bbc.co.uk/news/world-europe-60947271,https://www.bbc.co.uk/news/world-europe-60947271?at_medium=RSS&at_campaign=KARANGA,"Zanny Minton Beddoes, editor-in-chief of The Economist, on how she interviewed Ukraine's president."
"Ukraine war: Russia blocks buses heading to Mariupol, says Ukraine","Thu, 31 Mar 2022 19:16:01 GMT",https://www.bbc.co.uk/news/world-europe-60938429,https://www.bbc.co.uk/news/world-europe-60938429?at_medium=RSS&at_campaign=KARANGA,"Russia has blocked 45 buses heading to the city to rescue civilians, says Ukraine's deputy prime minister."
Ukraine war: Mariupol's refugees carry wounds of battered city,"Thu, 31 Mar 2022 05:09:01 GMT",https://www.bbc.co.uk/news/world-europe-60935734,https://www.bbc.co.uk/news/world-europe-60935734?at_medium=RSS&at_campaign=KARANGA,Residents who have escaped the besieged city are trying to leave behind memories of its destruction.
Liz Truss visits India on same day as Sergei Lavrov,"Thu, 31 Mar 2022 15:57:28 GMT",https://www.bbc.co.uk/news/uk-politics-60939406,https://www.bbc.co.uk/news/uk-politics-60939406?at_medium=RSS&at_campaign=KARANGA,Rival UK and Russian trips seek to enlist Delhi's support over the war in Ukraine.
Why has Russia invaded Ukraine and what does Putin want?,"Wed, 30 Mar 2022 11:01:17 GMT",https://www.bbc.co.uk/news/world-europe-56720589,https://www.bbc.co.uk/news/world-europe-56720589?at_medium=RSS&at_campaign=KARANGA,"Weeks after Russia's leader unleashed war on Ukraine, there is no sign yet of when it will end."
Kevin Lee: The Briton who plays the bad guy in China's patriotic movies,"Wed, 30 Mar 2022 23:43:33 GMT",https://www.bbc.co.uk/news/world-asia-china-60798556,https://www.bbc.co.uk/news/world-asia-china-60798556?at_medium=RSS&at_campaign=KARANGA,Actor Kevin Lee has carved out his niche - playing the Western villain in China's patriotic films.
Gareth Bale's golf-themed bar: Opposition mounts to Bristol bar planned,"Thu, 31 Mar 2022 12:27:40 GMT",https://www.bbc.co.uk/news/uk-england-bristol-60942589,https://www.bbc.co.uk/news/uk-england-bristol-60942589?at_medium=RSS&at_campaign=KARANGA,Wales and Real Madrid footballer Gareth Bale wants to open the venue on Bristol's harbourside.
War in Ukraine: President Zelensky addresses Australian parliament,"Thu, 31 Mar 2022 13:18:40 GMT",https://www.bbc.co.uk/news/world-60944942,https://www.bbc.co.uk/news/world-60944942?at_medium=RSS&at_campaign=KARANGA,Ukraine's president received a standing ovation after speaking to the Australian parliament.
Nigerian student's search for a new university after fleeing Ukraine,"Thu, 31 Mar 2022 10:45:21 GMT",https://www.bbc.co.uk/news/world-africa-60939147,https://www.bbc.co.uk/news/world-africa-60939147?at_medium=RSS&at_campaign=KARANGA,"Chinaza, a Nigerian student, is scrambling to continue his studies since escaping the war in Ukraine."
New women's football crowd record set at Nou Camp,"Wed, 30 Mar 2022 22:03:28 GMT",https://www.bbc.co.uk/sport/football/60935635,https://www.bbc.co.uk/sport/football/60935635?at_medium=RSS&at_campaign=KARANGA,"Barcelona's Champions League match with Real Madrid is watched by a record-breaking crowd of 91,553 fans."
"African frog found in bag of mint after 5,800-mile trip","Thu, 31 Mar 2022 12:04:07 GMT",https://www.bbc.co.uk/news/uk-england-tyne-60943132,https://www.bbc.co.uk/news/uk-england-tyne-60943132?at_medium=RSS&at_campaign=KARANGA,"Minty the frog was discovered in Northumberland, after being imported from Ethiopia."
Ghazipur fire: Gasping for air as massive Delhi landfill burns,"Wed, 30 Mar 2022 23:31:15 GMT",https://www.bbc.co.uk/news/world-asia-india-60929949,https://www.bbc.co.uk/news/world-asia-india-60929949?at_medium=RSS&at_campaign=KARANGA,A fire at a rubbish mountain is choking residents while firefighters work round the clock to put it out.
The UK video games market is worth a record £7.16bn,"Wed, 30 Mar 2022 23:28:25 GMT",https://www.bbc.co.uk/news/newsbeat-60925567,https://www.bbc.co.uk/news/newsbeat-60925567?at_medium=RSS&at_campaign=KARANGA,Gamers in the UK spent more last year than they did during the height of lockdown.
Shrewsbury maternity scandal: The mothers who died,"Thu, 31 Mar 2022 17:40:44 GMT",https://www.bbc.co.uk/news/uk-60947340,https://www.bbc.co.uk/news/uk-60947340?at_medium=RSS&at_campaign=KARANGA,Families of two mothers who died after giving birth at a hospital trust share their stories for the first time.
Covid: Why are so many people catching it again?,"Wed, 30 Mar 2022 16:56:53 GMT",https://www.bbc.co.uk/news/health-60913637,https://www.bbc.co.uk/news/health-60913637?at_medium=RSS&at_campaign=KARANGA,"As Covid continues to spread rapidly, are many people catching Omicron for a second time?"
Why are energy bills so high and when should I take a meter reading?,"Thu, 31 Mar 2022 08:15:20 GMT",https://www.bbc.co.uk/news/business-58090533,https://www.bbc.co.uk/news/business-58090533?at_medium=RSS&at_campaign=KARANGA,Electricity and gas bills for a typical household will go up £693 a year in April.
Are we entering a 'golden age' for trade unions?,"Wed, 30 Mar 2022 23:04:11 GMT",https://www.bbc.co.uk/news/business-60912464,https://www.bbc.co.uk/news/business-60912464?at_medium=RSS&at_campaign=KARANGA,The pandemic has led to an increase in the number of people joining a union to get support at work.
Ukraine war: How reliant is the world on Russia for oil and gas?,"Thu, 31 Mar 2022 15:46:57 GMT",https://www.bbc.co.uk/news/58888451,https://www.bbc.co.uk/news/58888451?at_medium=RSS&at_campaign=KARANGA,Russia has threatened to cut off gas supplies if countries ban its oil.
Alopecia: 'So much of black beauty is derived from your hair',"Thu, 31 Mar 2022 10:01:36 GMT",https://www.bbc.co.uk/news/newsbeat-60940277,https://www.bbc.co.uk/news/newsbeat-60940277?at_medium=RSS&at_campaign=KARANGA,Women who have experienced alopecia speak about Jada Pinkett-Smith's 'bravery' after Oscars joke.
'We need more school governors who look like me',"Wed, 30 Mar 2022 23:32:10 GMT",https://www.bbc.co.uk/news/education-60912316,https://www.bbc.co.uk/news/education-60912316?at_medium=RSS&at_campaign=KARANGA,"Nine out of 10 governors who responded to a questionnaire were white, and 57% were over 55."
Pakistan's Imran Khan is fighting for his political life,"Thu, 31 Mar 2022 16:53:12 GMT",https://www.bbc.co.uk/news/world-asia-60932864,https://www.bbc.co.uk/news/world-asia-60932864?at_medium=RSS&at_campaign=KARANGA,Pakistan's prime minister faces a vote of no confidence and could be out of office within days.
Pub chain warns of higher food prices as VAT rises,"Thu, 31 Mar 2022 06:38:25 GMT",https://www.bbc.co.uk/news/business-60925823,https://www.bbc.co.uk/news/business-60925823?at_medium=RSS&at_campaign=KARANGA,"With hospitality businesses facing soaring costs, some are warning they will have to increase prices."
Wolfsburg 2-0 Arsenal (agg: 3-1): London side knocked out at quarter-final stage,"Thu, 31 Mar 2022 20:41:12 GMT",https://www.bbc.co.uk/sport/football/60935406,https://www.bbc.co.uk/sport/football/60935406?at_medium=RSS&at_campaign=KARANGA,Arsenal are knocked out of the Women's Champions League at the quarter-final stage after being beaten 3-1 on aggregate by Wolfsburg.
Fifa World Cup Qatar 2022: Everything you need to know about Friday's draw,"Thu, 31 Mar 2022 11:37:53 GMT",https://www.bbc.co.uk/sport/football/60810068,https://www.bbc.co.uk/sport/football/60810068?at_medium=RSS&at_campaign=KARANGA,"The World Cup draw is on Friday - so how does it work and who could England, Wales or Scotland play?"
Yorkshire: Structural reforms approved at EGM allowing club to host England matches,"Thu, 31 Mar 2022 21:34:11 GMT",https://www.bbc.co.uk/sport/cricket/60946436,https://www.bbc.co.uk/sport/cricket/60946436?at_medium=RSS&at_campaign=KARANGA,"Yorkshire chair Lord Patel hails an ""overwhelming vote for positive change"" as structural reforms at the club are approved on Thursday."
Women's World Cup: England reach final thanks to Wyatt's 129 & Ecclestone's six wickets,"Thu, 31 Mar 2022 08:34:00 GMT",https://www.bbc.co.uk/sport/av/cricket/60937563,https://www.bbc.co.uk/sport/av/cricket/60937563?at_medium=RSS&at_campaign=KARANGA,Danni Wyatt's magnificent century and Sophie Ecclestone's 6-36 propels England to a 137-run defeat of South Africa and into the Women's World Cup final.
Premier League clubs agree to five substitutes from 2022-23 season,"Thu, 31 Mar 2022 14:27:09 GMT",https://www.bbc.co.uk/sport/football/60945430,https://www.bbc.co.uk/sport/football/60945430?at_medium=RSS&at_campaign=KARANGA,"Premier League shareholders agree to change the rules relating to the use of substitutes, allowing five to be used from next season."
"Qatar World Cup 2022: Criticism 'ill-informed', says tournament chief Hassan Al-Thawadi","Thu, 31 Mar 2022 16:01:22 GMT",https://www.bbc.co.uk/sport/football/60938024,https://www.bbc.co.uk/sport/football/60938024?at_medium=RSS&at_campaign=KARANGA,"Qatar 2022 secretary general Hassan Al-Thawadi says criticism of the tournament has been ""ill-informed"" and the nation ""should not be apologetic"" about hosting."
Super League: Wigan Warriors 19-18 Hull FC - Late Harry Smith drop-goal gives hosts win,"Thu, 31 Mar 2022 21:43:41 GMT",https://www.bbc.co.uk/sport/rugby-league/60928330,https://www.bbc.co.uk/sport/rugby-league/60928330?at_medium=RSS&at_campaign=KARANGA,Harry Smith's 78th-minute drop-goal gifts Wigan a narrow victory in a thrilling Super League match against Hull FC.
Warning of fresh energy bill shock in October as prices rise again,"Fri, 01 Apr 2022 17:26:00 GMT",https://www.bbc.co.uk/news/business-60959357,https://www.bbc.co.uk/news/business-60959357?at_medium=RSS&at_campaign=KARANGA,"A typical annual energy bill could be as high as £2,600 by October, warns consultancy Cornwall Insight."
